Issue Key,Summary,Issue Type,Fix Version,Epic Link,Epic Name,Priority,Assignee Persona,Labels,Acceptance Criteria,Evidence Required,Description
S07-E03-S04,S07-E03-S04 — Define the authorization model,Story,S07 Solution & Security Architecture,S07-E03,,P2,Deepali,stage-s07 lifecycle-story,"RBAC + ABAC, default deny, PDP placement, policy evaluation and caching",,"RBAC + ABAC, default deny, PDP placement, policy evaluation and caching"
S07-E03-S05,S07-E03-S05 — Define cryptography and key management,Story,S07 Solution & Security Architecture,S07-E03,,P2,Deepali,stage-s07 lifecycle-story,"Algorithms, key hierarchy, KMS CMK ownership, rotation, and crypto agility",,"Algorithms, key hierarchy, KMS CMK ownership, rotation, and crypto agility"
S07-E03-S06,S07-E03-S06 — Define secrets management,Story,S07 Solution & Security Architecture,S07-E03,,P2,Deepali,stage-s07 lifecycle-story,"Storage, retrieval, rotation, revocation; no secret in code or image",,"Storage, retrieval, rotation, revocation; no secret in code or image"
S07-E03-S07,S07-E03-S07 — Define API and webhook security,Story,S07 Solution & Security Architecture,S07-E03,,P2,Deepali,stage-s07 lifecycle-story,"Authentication, replay protection, payload integrity, partner trust contract",,"Authentication, replay protection, payload integrity, partner trust contract"
S07-E03-S08,S07-E03-S08 — Define security logging and detection,Story,S07 Solution & Security Architecture,S07-E03,,P2,Deepali,stage-s07 lifecycle-story,"What security events are emitted, where they go, what detects abuse",,"What security events are emitted, where they go, what detects abuse"
S07-E04,S07-E04 — Data architecture,Epic,S07 Solution & Security Architecture,,S07-E04,P2,Aarti + Mahesh,stage-s07 lifecycle-epic,,,Epic of stage S07 (Solution & Security Architecture). See docs/application-lifecycle-bible/stages/.
S07-E04-S01,S07-E04-S01 — Select a datastore per context,Story,S07 Solution & Security Architecture,S07-E04,,P2,Aarti + Mahesh,stage-s07 lifecycle-story,Justified by access pattern; database-per-service boundary respected,,Justified by access pattern; database-per-service boundary respected
S07-E04-S02,S07-E04-S02 — Design the physical schema,Story,S07 Solution & Security Architecture,S07-E04,,P2,Aarti + Mahesh,stage-s07 lifecycle-story,"Keys, constraints, indexes, partitioning where justified",,"Keys, constraints, indexes, partitioning where justified"
S07-E04-S03,S07-E04-S03 — Define the migration strategy,Story,S07 Solution & Security Architecture,S07-E04,,P2,Aarti + Mahesh,stage-s07 lifecycle-story,"Tooling, ownership, rollback, and zero-downtime approach",,"Tooling, ownership, rollback, and zero-downtime approach"
S07-E04-S04,S07-E04-S04 — Design encryption and access at the data layer,Story,S07 Solution & Security Architecture,S07-E04,,P2,Aarti + Mahesh,stage-s07 lifecycle-story,"At-rest encryption, key ownership, PII field handling, DB access model",,"At-rest encryption, key ownership, PII field handling, DB access model"
S07-E04-S05,"S07-E04-S05 — Design backup, PITR and recovery",Story,S07 Solution & Security Architecture,S07-E04,,P2,Aarti + Mahesh,stage-s07 lifecycle-story,"RPO and RTO per store, with the restore procedure defined",,"RPO and RTO per store, with the restore procedure defined"
S07-E04-S06,S07-E04-S06 — Design retention and purge,Story,S07 Solution & Security Architecture,S07-E04,,P2,Aarti + Mahesh,stage-s07 lifecycle-story,"Per data class, with immutability where regulation requires",,"Per data class, with immutability where regulation requires"
S07-E05,S07-E05 — Non-functional requirements,Epic,S07 Solution & Security Architecture,,S07-E05,P2,Mahesh + Rajal + Shivanshi,stage-s07 lifecycle-epic,,,Epic of stage S07 (Solution & Security Architecture). See docs/application-lifecycle-bible/stages/.
S07-E05-S01,S07-E05-S01 — Set NFR numbers,Story,S07 Solution & Security Architecture,S07-E05,,P2,Mahesh + Rajal + Shivanshi,stage-s07 lifecycle-story,"Latency (p50/p95/p99) per journey step, throughput at peak, availability target, RTO/RPO — actual numbers (closes GAP-017)",,"Latency (p50/p95/p99) per journey step, throughput at peak, availability target, RTO/RPO — actual numbers (closes GAP-017)"
S07-E05-S02,S07-E05-S02 — Derive NFRs from business need,Story,S07 Solution & Security Architecture,S07-E05,,P2,Mahesh + Rajal + Shivanshi,stage-s07 lifecycle-story,"Each number traces to a business reason, not a convention",,"Each number traces to a business reason, not a convention"
S07-E05-S03,S07-E05-S03 — Define how each NFR is verified,Story,S07 Solution & Security Architecture,S07-E05,,P2,Mahesh + Rajal + Shivanshi,stage-s07 lifecycle-story,"The test that proves it, at which stage",,"The test that proves it, at which stage"
S07-E05-S04,S07-E05-S04 — Define capacity assumptions,Story,S07 Solution & Security Architecture,S07-E05,,P2,Mahesh + Rajal + Shivanshi,stage-s07 lifecycle-story,"RM count, journeys per day, Q4 tax-season peak multiplier",,"RM count, journeys per day, Q4 tax-season peak multiplier"
S07-E06,S07-E06 — Architecture decisions,Epic,S07 Solution & Security Architecture,,S07-E06,P2,Mahesh,stage-s07 lifecycle-epic,,,Epic of stage S07 (Solution & Security Architecture). See docs/application-lifecycle-bible/stages/.
S07-E06-S01,S07-E06-S01 — Record an ADR per significant decision,Story,S07 Solution & Security Architecture,S07-E06,,P2,Mahesh,stage-s07 lifecycle-story,"Context, options, decision, consequences; superseded rather than edited",,"Context, options, decision, consequences; superseded rather than edited"
S07-E06-S02,S07-E06-S02 — Define architecture principles and standing constraints,Story,S07 Solution & Security Architecture,S07-E06,,P2,Mahesh,stage-s07 lifecycle-story,The rules that make later triage fast,,The rules that make later triage fast
S07-E06-S03,S07-E06-S03 — Define fitness functions,Story,S07 Solution & Security Architecture,S07-E06,,P2,Mahesh,stage-s07 lifecycle-story,"Which constraints are machine-enforceable, and how",,"Which constraints are machine-enforceable, and how"
S07-E06-S04,S07-E06-S04 — Define the replaceability strategy,Story,S07 Solution & Security Architecture,S07-E06,,P2,Mahesh,stage-s07 lifecycle-story,"What must remain swappable — aggregator, IdP, payment gateway — and how that is proven",,"What must remain swappable — aggregator, IdP, payment gateway — and how that is proven"
S07-VT-01,S07-VT-01 — Services align to contexts,Test,S07 Solution & Security Architecture,,,P2,Swapnali / QA,stage-s07 validation-test,Every deviation justified in an ADR,E3/E4,Method: Compare the service list to the context map. Pass: Every deviation justified in an ADR
S07-VT-02,S07-VT-02 — Threat model covers every boundary,Test,S07 Solution & Security Architecture,,,P2,Swapnali / QA,stage-s07 validation-test,100% covered; every threat mitigated or accepted with an owner,E3/E4,Method: Traverse boundaries against the model. Pass: 100% covered; every threat mitigated or accepted with an owner
S07-VT-03,S07-VT-03 — Authorization is default-deny,Test,S07 Solution & Security Architecture,,,P2,Swapnali / QA,stage-s07 validation-test,No path reaches a resource without an explicit allow,E3/E4,Method: Design review of the PDP. Pass: No path reaches a resource without an explicit allow
S07-VT-04,S07-VT-04 — Failure modes are designed,Test,S07 Solution & Security Architecture,,,P2,Swapnali / QA,stage-s07 validation-test,Every one has a defined behaviour and a user-visible outcome,E3/E4,Method: Walk each dependency failure. Pass: Every one has a defined behaviour and a user-visible outcome
S07-VT-05,S07-VT-05 — NFRs are numeric and verifiable,Test,S07 Solution & Security Architecture,,,P2,Swapnali / QA,stage-s07 validation-test,Zero qualitative NFRs; every one has a named verification test,E3/E4,Method: Traverse the NFR sheet. Pass: Zero qualitative NFRs; every one has a named verification test
S07-VT-06,S07-VT-06 — Data ownership holds in the physical design,Test,S07 Solution & Security Architecture,,,P2,Swapnali / QA,stage-s07 validation-test,None,E3/E4,Method: Check for cross-service database access. Pass: None
S07-VT-07,S07-VT-07 — Constraints are machine-enforceable,Test,S07 Solution & Security Architecture,,,P2,Swapnali / QA,stage-s07 validation-test,Every automatable constraint has one,E3/E4,Method: Count fitness functions vs constraints. Pass: Every automatable constraint has one
S07-VT-08,S07-VT-08 — Replaceability is real,Test,S07 Solution & Security Architecture,,,P2,Swapnali / QA,stage-s07 validation-test,Change is confined to the adapter layer,E3/E4,Method: Design walkthrough: replace 1SB with another aggregator. Pass: Change is confined to the adapter layer
S07-G1,S07-G1 — Target architecture documented and reviewed,Task,S07 Solution & Security Architecture,,,P1,Kalpana / Delivery,stage-s07 gate-criterion,Target architecture documented and reviewed,E2,Evidence artefact: Architecture document + review verdict
S07-G2,S07-G2 — ADRs recorded for all significant decisions,Task,S07 Solution & Security Architecture,,,P1,Kalpana / Delivery,stage-s07 gate-criterion,ADRs recorded for all significant decisions,E1,Evidence artefact: ADR log
S07-G3,S07-G3 — Threat model complete per trust boundary,Task,S07 Solution & Security Architecture,,,P1,Kalpana / Delivery,stage-s07 gate-criterion,Threat model complete per trust boundary,E2,"Evidence artefact: Threat model, signed by Security (human)"
S07-G4,S07-G4 — Security architecture approved,Task,S07 Solution & Security Architecture,,,P1,Kalpana / Delivery,stage-s07 gate-criterion,Security architecture approved,E2,Evidence artefact: Security sign-off (human)
S07-G5,S07-G5 — Data architecture approved including backup and retention,Task,S07 Solution & Security Architecture,,,P1,Kalpana / Delivery,stage-s07 gate-criterion,Data architecture approved including backup and retention,E2,Evidence artefact: Signed by Aarti
S07-G6,"S07-G6 — NFR sheet with numbers, each verifiable",Task,S07 Solution & Security Architecture,,,P1,Kalpana / Delivery,stage-s07 gate-criterion,"NFR sheet with numbers, each verifiable",E2,Evidence artefact: Signed NFR sheet — closes GAP-017
S07-G7,S07-G7 — R0 build order defined — the minimum service set,Task,S07 Solution & Security Architecture,,,P1,Kalpana / Delivery,stage-s07 gate-criterion,R0 build order defined — the minimum service set,E2,"Evidence artefact: Build order, PO and Delivery agreed"
S07-G8,S07-G8 — Fitness functions defined for automatable constraints,Task,S07 Solution & Security Architecture,,,P1,Kalpana / Delivery,stage-s07 gate-criterion,Fitness functions defined for automatable constraints,E1,Evidence artefact: Fitness function list
S08-E01,S08-E01 — Continuous integration pipeline,Epic,S08 Engineering Foundation,,S08-E01,P1,Amit + Shivanshi,stage-s08 lifecycle-epic,,,Epic of stage S08 (Engineering Foundation). See docs/application-lifecycle-bible/stages/.
S08-E01-S01,S08-E01-S01 — Build every module on every pull request,Story,S08 Engineering Foundation,S08-E01,,P1,Amit + Shivanshi,stage-s08 lifecycle-story,Full Gradle build across all libs/ and services/; failure blocks merge; build under 10 minutes,,Full Gradle build across all libs/ and services/; failure blocks merge; build under 10 minutes
S08-E01-S02,S08-E01-S02 — Run unit and component tests on every PR,Story,S08 Engineering Foundation,S08-E01,,P1,Amit + Shivanshi,stage-s08 lifecycle-story,All tests execute; any failure blocks merge; results published as a readable report,,All tests execute; any failure blocks merge; results published as a readable report
S08-E01-S03,S08-E01-S03 — Run integration tests on merge to main,Story,S08 Engineering Foundation,S08-E01,,P1,Amit + Shivanshi,stage-s08 lifecycle-story,Testcontainers-backed; failure blocks the merge queue,,Testcontainers-backed; failure blocks the merge queue
S08-E01-S04,S08-E01-S04 — Publish build artefacts,Story,S08 Engineering Foundation,S08-E01,,P1,Amit + Shivanshi,stage-s08 lifecycle-story,"Versioned JARs and container images to a registry, tagged with the commit SHA",,"Versioned JARs and container images to a registry, tagged with the commit SHA"
S08-E01-S05,S08-E01-S05 — Enforce branch protection,Story,S08 Engineering Foundation,S08-E01,,P1,Amit + Shivanshi,stage-s08 lifecycle-story,No merge to main without a green pipeline and an approving review,,No merge to main without a green pipeline and an approving review
S08-E01-S06,S08-E01-S06 — Make pipeline status visible,Story,S08 Engineering Foundation,S08-E01,,P1,Amit + Shivanshi,stage-s08 lifecycle-story,"Build badge, failure notification to the owning team, and a dashboard of pipeline health",,"Build badge, failure notification to the owning team, and a dashboard of pipeline health"
S08-E01-S07,S08-E01-S07 — Optimise pipeline feedback time,Story,S08 Engineering Foundation,S08-E01,,P1,Amit + Shivanshi,stage-s08 lifecycle-story,"Parallelised module builds, dependency caching; PR feedback under 10 minutes or the pipeline gets bypassed in practice",,"Parallelised module builds, dependency caching; PR feedback under 10 minutes or the pipeline gets bypassed in practice"
